capital,company_name,garden,income_growth,is_sold,market_value,net_asset,net_capital,net_profit,net_profit_growth,net_profit_t,net_profit_t_1,net_profit_t_2,net_profit_t_3,status,stock_code,stock_share,target_income,target_industry,total_debt
17832.500449,华力兴,股转系统挂牌股票(非园区类,-10.583,0,5000.0,,11692.397106,296.88956,-53.3547,,138.48502593068002,64.59675580044349,30.131350533384268,正常交易,831037.OC,,6036.975767,制造业,6140.103343
5429.186885,宇建科技,股转系统挂牌股票(非园区类,60.2383,0,2000.0,,2900.171513,49.323573,19.0289,,58.709306382597,69.88104158483499,83.17863510697165,正常交易,831038.OC,,1426.70077,制造业,2529.015372
52855.750804,国义招标,股转系统挂牌股票(非园区类,-8.3973,0,9160.0,,23124.896234,1872.058686,4.8548,,1962.9433910879281,2058.240366838465,2158.163820167739,正常交易,831039.OC,5836.53,10224.29399,社会服务业,26509.776084999998
1206.593151,优波科,郑州高新区,61.8752,0,1312.5,,1064.2452529999998,7.660185,111.5895,,16.208147140575,34.294737494006945,72.56406358988183,正常交易,831040.OC,532.875,455.216841,制造业,142.347898
13333.461786,兆鋆新材,股转系统挂牌股票(非园区类,17.5217,0,5000.0,,6567.7294950000005,504.680667,39.7992,,705.539535020664,986.338625642608,1378.8935079393607,正常交易,831041.OC,,6069.09286,制造业,6765.732290999999
17175.21785,芜起股份,股转系统挂牌股票(非园区类,-13.8497,0,1700.0,,7561.379921,230.67851,438.8154,,1242.93133637054,6697.10545179027,36085.035528485554,正常交易,831042.OC,,3694.789898,制造业,9613.837929000001
2621.559183,锦旺农业,股转系统挂牌股票(非园区类,7.4322,0,1300.0,,1587.0811820000001,-26.896952,-184.4698,,22.719801560496,-19.19137093854785,16.210912649049487,正常交易,831043.OC,,503.887835,农、林、牧、渔业,1034.478001
14653.716638,家喻新材,股转系统挂牌股票(非园区类,167.7946,0,3000.0,,3835.663699,307.446242,105.3964,,631.4835130032878,1297.044402302285,2664.0825087304097,正常交易,831044.OC,,5336.241998,制造业,10818.052939
4165.36865,科慧科技,郑州高新区,-27.4716,0,3262.5,,3208.8765719999997,-364.83449,-1297.8398,,4370.13272534702,-52347.1890970313,627035.4651855015,正常交易,831045.OC,1901.25,188.315124,制造业,956.4920779999999
5400.2810420000005,雷克利达,中关村,38.899,0,2000.0,,2054.676234,-12.988997,-513.8151,,53.750430924547004,-222.42739948084514,920.4381655890589,正常交易,831046.OC,,5242.690071,建筑业,3345.604808
13260.977731,深远石油,成都高新区,-5.2217,0,2000.0,,6297.874881000001,495.428291,2.5357,,507.99086617488706,520.8719905684836,534.0797416333287,正常交易,831047.OC,,3100.628511,制造业,6963.10285
15126.793546,天成股份,股转系统挂牌股票(非园区类,19.7044,0,2000.0,,2160.2585649999996,12.18799,-95.6938,,0.5248392253800005,0.022600626723313606,0.0009732281879593314,正常交易,831048.OC,766.6666,3844.715532,制造业,12966.534981
11242.096651,赛莱拉,股转系统挂牌股票(非园区类,,0,3800.0,,6467.963904,406.629662,232.5726,,1352.338839284612,4497.508438618655,14957.480749533466,正常交易,831049.OC,,2430.501028,制造业,4774.132747
1972.124595,天喻软件,武汉东湖,-23.2266,0,800.0,,1055.072829,-434.809024,-411.73699999999997,,1355.4606071468797,-4225.472232901468,13172.360374680045,正常交易,831050.OC,,536.079807,信息技术业,917.051766
29651.054529,春秋鸿,股转系统挂牌股票(非园区类,-73.737,0,1660.0,,2380.823814,-596.380352,-163.7814,,380.3797378305279,-242.6115221046403,154.74102535964903,正常交易,831051.OC,,1928.459245,传播与文化产业,27236.685795999998
