buyer_name,market_based_value,static_pe,net_profit_t_1,net_profit_t_2,net_profit_t_3,sale_at,year,pricing_method,ps,target_business,buyer_stock_code,dynamic_pe,support_fund_use,bargain_value,profit_based_value,pb,capital_based_value,target_name,target_income,net_profit_t,target_net_asset,net_profit,target_estimate_value,memo,value_at,growth_ratio,support_fund,bargain_type,consultant,target_industry,payment_type,buyer_industry
金鸿能源,,13.6716516889,20358.473196,,,2012-06-08 00:00:00,2012.0,收益法,,石油开采服务,000669.SZ,11.6252072403,不适用,236671.47,236671.47,,142679.56,置入资产：中油金鸿100％股权,,,99386.55,17311.110273,236671.47,,2010-06-30 00:00:00,1.38132292549,无,集团整体上市,民生证券,石油和天然气采选服务业,100%股份,公用事业
阳煤化工,,,,,,2012-06-12 00:00:00,2012.0,资产基础法,,煤化工,600691.SH,,不适用,489679.26,,,,阳煤化工100%股权、顺化工51.69%股权、、正元化工60.78%股权、齐鲁一化17.97%股权,,,,,,,2010月11月30日,,无,借壳上市,宏源证券,石油、化学、塑胶、塑料,100%股份,化工
湖北广电,,,,,,2012-06-12 00:00:00,2012.0,资产基础法、收益法,,有线电视网络运营,000665.SZ,,不适用,256132.1,,,,武汉塑料,,,188272.4,,256132.1,,2010-03-31 00:00:00,0.360433605775,无,借壳上市,东方证券,传播与文化产业,100%股份,传媒
科达洁能,,51.27765521590001,3901,4700.05,5695.73,2012-06-29 00:00:00,2012.0,收益法,,墙砖机械,600499.SH,8.34165598564,支付本次交易的现金对价,31000.0,32540.8,,9385.75,新铭丰公司100%的股权,5067.75,3264.77,4855.4,634.6,32540.8,,2011-12-31 00:00:00,5.701981299169999,1.05,产业并购,西南证券,机械、设备、仪表,股份+现金,机械设备
甘肃电投,,,,,,2012-07-10 00:00:00,2012.0,资产基础法,,水力发电,000791.SZ,,无,441264.32,446822.46,,441264.32,大容电力100%的股权、洮河水电100%的股权、西兴能源100%的股权、双冠水电100%的股权、炳灵水电90%的股权、九甸峡水电开发90%的股权、河西水电96.62%股权、小三峡32.57%的股权,,10769.43,297062.88,,441264.32,,2011-10-31 00:00:00,0.485423961419,无,借壳上市,西南证券,电力、煤气及水的生产和供应业,100%股份支付,公用事业
赤峰黄金,,26.730245839200002,23202.54,24142.03,24142.03,2012-07-10 00:00:00,2012.0,资产基础法,,黄金开采,600988.SH,6.870833538049999,无,159420.79,170273.3,,159420.79,吉隆矿业100.00%股权,17844.46,17989.13,13449,5964.06,159420.79,,2011-12-31 00:00:00,10.8537281582,无,借壳上市,西南证券,采掘业,100%股份支付,有色金属
靖远煤电,,1.2332612818700002,38215.62,39050.72,39374.1,2012-07-24 00:00:00,2012.0,资产基础法,,火力发电,000552.SZ,7.75894804271,无,296513.01,300384.82,,296513.01,靖远煤业集团白银洁能热电、靖远煤业工程勘察设计和甘肃晶虹储运100%股权,230721.4,37729.31,113353.73,240430,296513.01,,2011-09-30 00:00:00,1.61582049395,无,集团整体上市,华龙证券,采掘业,100%股份支付,采掘
东湖高新,110495.75,20.4393364297,7133.71,10097.91,11203.73,2012-07-24 00:00:00,2012.0,收益法,,工程施工,600133.SH,12.8930065842,补充流动资金,91974.97,91974.97,,,湖北省路桥集团100%股权,30037.87,7214.73,41451.26,4499.9,91974.97,,2011-12-31 00:00:00,1.2188703069600002,30658.32,集团整体上市,东海证券,建筑业,100%股份支付,综合
红日药业,,29.3618436342,6950.7,8193.46,10079.08,2012-07-24 00:00:00,2012.0,收益法,,制药,300026.SZ,13.814644568199999,支付本次交易的现金对价,34805.9,96021.45,,45947.27,康仁堂100%的股权,14284.46,6221.59,17908.71,3270.28,96021.45,,2011-12-31 00:00:00,4.3617178456699985,1.14,集团整体上市,西南证券,医药、生物制品,股份+现金,医药生物
茂业物流,,47.4964158553,3066,,,2012-08-28 00:00:00,2012.0,资产基础法,,物流服务,000889.SZ,19.6659328115,无,58000.0,65098.51,,60295.75,秦皇岛茂业100%股权,17787.83,1269.48,25732.39,1269.48,60295.75,,2011-12-31 00:00:00,1.34318498981,无,集团整体上市,华泰联合,批发和零售贸易,100%股份支付,商业贸易
大唐电信,,,26203.25,30353.63,33408.1,2012-09-12 00:00:00,2012.0,收益法,,芯片制造,600198.SH,8.164407086910003,发展标的资产主营业务和相关产业及补充流动资金,191057.85,213934,,108113.09,联芯科技99.36%股权、上海优思49%股权、优思电子100%,-,22051.89,64871.33,-,213934.0,,2012-02-29 00:00:00,2.29782047015,6.2925,集团整体上市,西南证券,信息技术业,100%股份支付,通信
山东路桥,,12.956034519500001,23497.46,25201.35,,2012-09-12 00:00:00,2012.0,资产基础法,,工程施工,000498.SZ,8.67462781084,无,20383.17,204000,,203831.72,路桥集团100%股权,733208.02,16294.54,174559.21,15732.57,203831.72,,2011-12-31 00:00:00,0.16769387304199998,无,借壳上市,国信证券,建筑业,100%股份支付,建筑装饰
南岭民爆,,13.975244653699999,13015.16,13101.02,,2012-09-12 00:00:00,2012.0,收益法,,基础化工、炸药,002096.SZ,13.5233714376,无,167384.41,176008.843,,137962.07,神斧民爆95.1%股权,96694.37,12732.51,111620.38,12594.33,176008.843,,2012-03-31 00:00:00,0.576852211039,无,集团整体上市,平安证券,石油、化学、塑胶、塑料,100%股份支付,化工
中航机电,,,26679.58,,,2012-09-14 00:00:00,2012.0,资产基础法,,航空制造业,002013.SZ,13.9386073544,无,371876.19,414885,,371876.02,庆安公司、陕航电气等7家公司100%股权,357749.32,27587.51,274047.83,-,371876.19,,2010-08-31 00:00:00,0.3569754958470001,无,集团整体上市,国泰君安,机械、设备、仪表,100%股份支付,国防军工
中恒电气,,60.5258173512,4160,5000,5600,2012-09-14 00:00:00,2012.0,收益法,,电力软件的开发、销售、服务及咨询,002364.SZ,9.17184375,无,38154.87,38154.87,,17310.14,中恒博瑞100%股权,7414.18,3500,11056.76,630.39,38154.87,,2011-12-31 00:00:00,2.45081832291,无,集团整体上市,中信建投,信息技术业,100%股份支付,电气设备
雷鸣科化,,5.48402171545,4933.33,5591.03,6059.88,2012-09-20 00:00:00,2012.0,收益法,,基础化工、炸药雷管,600985.SH,11.988839181600001,无,59144.9,59144.9,,25128.65,西部民爆100%股权,34047.52,4989.83,9203.11,10784.95,59144.9,,2011-09-30 00:00:00,5.42662100094,无,产业并购,国元证券,石油、化学、塑胶、塑料,100%股份支付,化工
万马股份,,14.2890653322,10005.43,10909.77,12163.51,2012-09-20 00:00:00,2012.0,收益法,,同轴电缆和光纤电缆的生产制造,002276.SZ,10.0455452689,补充流动资金,100510.0,100510,,36661.2,万马高分子、万马特缆、天屹通信的100%股权,146374.85,8764.59,28330.12,7034.05,100510.0,,2012-03-31 00:00:00,2.54781412857,2.51,集团整体上市,华林证券,石油、化学、塑胶、塑料,100%股份支付,电气设备
宏达矿业,,17.6413828721,-,-,,2012-09-20 00:00:00,2012.0,资产基础法,,铁矿采掘,600532.SH,,无,262341.3,299409.16,,262341.3,宏达矿业经营性资产及相关负债、金鼎矿业30%股权、东平宏达100%股权、万宝矿业100%股权,32934.69,24209.3,54182.47,14870.79,262341.3,,2011-03-31 00:00:00,3.84181138291,无,借壳上市,海通证券,采掘业,100%股份支付,采掘
新华锦,,,4957.14,5340.5,5806.56,2012-09-20 00:00:00,2012.0,收益法、资产基础法,,男发块、高档女装假发及其他发式假发产品的生产加工,600735.SH,9.59872426439,无,47582.22,47582.22,,-,锦盛发制品100%股权,,3462.47,26978.19,,47582.22,,2011-12-31 00:00:00,0.7637291456540001,无,集团整体上市,齐鲁证券,纺织、服装、皮毛,100%股份支付,商业贸易
金利科技,,8.4165154265,4497,4729,,2012-09-26 00:00:00,2012.0,收益法,,电子元器件制造业,002464.SZ,8.249944407380001,无,39400.0,37100,,7922.02,宇瀚光电科技（苏州）100%股权,9040.74,4015,7168.02,4408,37100.0,,2011-09-30 00:00:00,4.1757668086900015,无,产业并购,国信证券,电子,51%股份+49%现金,化工
宁波建工,,44.859685665600004,4437,4905,,2012-09-26 00:00:00,2012.0,收益法,,市政建设,601789.SH,11.212494929000002,增加标的公司注册资本以发展其主营业务,49749.84,49749.84,,26915.84,市政集团100%的股权,122123.71,4436,9498.25,1109.01,49749.84,,2011-12-31 00:00:00,4.2377901192300005,1.66,集团整体上市,中投证券,建筑业,84%股份+16%现金,建筑装饰
宝利来,,18.0362056481,4444.685278,,,2012-09-26 00:00:00,2012.0,资产基础法,,酒店行业,000008.SZ,14.0099908329,无,44510.37,62270,,60158.07,宝利来投资100%的股权,29918.53,4001.713897,44678.88,3452.5,62270.0,,2012-03-31 00:00:00,0.393723387874,无,集团整体上市,长城证券,社会服务业,100%股份支付,休闲服务
郑州煤电,,9.53086303974,39785.94,36410.33,37343.14,2012-10-19 00:00:00,2012.0,收益法,,煤炭,600121.SH,10.6262503789,向白坪煤业增资、购置井下紧急避险系统和补充营运资金,422775.36,422775.36,,336667.96,白坪煤业100%股权、新郑煤电100%股权、教学二矿100%股权、芦沟煤矿和本部煤炭业务相关的部分资产及负债,325542.13,50254.13,195745.65,44358.56,422775.36,,2011-12-31 00:00:00,1.15981995002,10.12,集团整体上市,中原证券,采掘业,100%股份支付,采掘
京能电力,,14.133472291199999,68157.27,54653.52,55618.98,2012-11-01 00:00:00,2012.0,资产基础法,,燃料采购、发电业务,600578.SH,13.5042442281,补充流动资金,920412.42,-,,920412.42,京能国际煤电业务经营性资产,200810.79,78832.41,469609.37,65122.88,920412.42,,2011-12-31 00:00:00,0.959953269246,25,集团整体上市,中信建投、中银国际,电力、煤气及水的生产和供应业,100%股份支付,公用事业
均胜电子,,786.2507612210001,17646.12,19322.09,,2012-11-09 00:00:00,2012.0,收益法,,汽车电子零部件制造,600699.SH,11.4358918774,补充营运资金,185212.71,213735.29,,194285.73,德国普瑞控股100%股权和德国普瑞5.10%股权,333541.17,15058.35,76087.39675,256.66,201799.120375,,2011-12-31 00:00:00,1.6522016653799998,4.87,集团整体上市,海通证券,机械、设备、仪表,股份支付+现金支付,汽车
华帝股份,,9.2820996703,4179.11,4392.52,4564.85,2012-11-20 00:00:00,2012.0,收益法,,电器机械及器材制造-厨电产品,002035.SZ,9.1213607682,用于补充公司流动资金和支付重组对价,38000.0,38119.17,,25910.16,百得厨卫100%股权,71452.85,3808.06,23267.08,4106.74,38119.17,,2012-06-30 00:00:00,0.638330637106,1.2,产业并购,华泰联合,机械、设备、仪表,87%股份支付+13%现金支付,家用电器
漳泽电力,,8.27333831001,42375.42,,,2012-11-29 00:00:00,2012.0,资产基础法,,火力发电,000767.SZ,7.41200983967,补充本公司营运资金,241404.53,325071.25,,314087.03,塔山发电60%股权、同华发电95%股权、王坪发电60%股权、大唐热电88.98%股权,487967.23,36346.82,285536.34,37963.76,314087.03,,2012-03-31 00:00:00,0.0999896895786,8,借壳上市,中德证券,电力、煤气及水的生产和供应业,100%股份支付,公用事业
光迅科技,,11.9458620042,4756,5528,6081,2012-11-29 00:00:00,2012.0,收益法,,电信、数据通信、模拟等应用领域涉及的光电/电光芯片、器件及模块的研发、生产和销售。,002281.SZ,12.8343166526,补充流动资金,61040.01,61040.01,,56451.57,烽火科技持有的电信器件100%的股权,97287.45,4115,27662.94,5109.72,61040.01,,2012-04-30 00:00:00,1.20656264302,0.75,集团整体上市,广发证券,电子,100%股份支付,通信
白云山,,,,,,2012-11-30 00:00:00,2012.0,,,,600332.SH,,,,,,,,,,,,,,2011-12-31 00:00:00,,,集团整体上市（换股吸收合并）,国泰君安、广州证券,医药、生物制品,股份+现金,医药生物
奥康股份,,6.227773955669999,46623.39,,,2012-11-30 00:00:00,2012.0,资产基础法,,汽车零部件制造,000030.SZ,9.31760453283,无,434418.31,,,475344.87,富奥股份100%股权,561418,43588.52,233291.54,69754.99,434418.31,,2011-10-31 00:00:00,0.8621262905629999,无,借壳上市,中信证券,机械、设备、仪表,100%股份支付,汽车
白云山,,,,,,2012-11-30 00:00:00,,资产基础法、收益法,,,600332.SH,,无,,,,,白云山药业100%股权及广药集团资产,,,4718.86382717,,42155.97,,2011-12-31 00:00:00,7.9335,无,集团整体上市（换股吸收合并）,国泰君安,医药、生物制品,100%股份支付,医药生物
山东地矿,,16.9649984868,12857.6,15677.86,21439.65,2012-12-07 00:00:00,2012.0,资产基础法,,铁矿采掘,000409.SZ,14.0383726356,无,180499.78,181051.33,,180499.78,鲁地投资100%股权,28869.08,8048.26,87781.43,10639.54,180499.78,,2012-05-31 00:00:00,1.05624105235,无,借壳上市,广东证券,采掘业,股份100%支付,
五矿稀土,,,36624.18,,,2012-12-07 00:00:00,2012.0,资产基础法,,稀土采掘,000831.SZ,7.1191567975,提升重组资产绩效及补充流动资金,265638.21,334609.56,,260733.28,五矿赣州稀土100%、稀土研究院100%,,53584.15,226147.87,,260733.28,,2012-06-30 00:00:00,0.152932724947,2.25,借壳上市,长城证券,采掘业,股份100%支付,有色金属
同方国芯,115522.67～125149.56,28.437360246399997,8600.35,11533.2,14770.99,2012-12-07 00:00:00,2012.0,收益法,,电子元器件制造业、特种行业集成电路产品的研发设计,002049.SZ,13.160737644400001,补充流动资金,115785.0,113186.95,,,国微电子100%的股东权益,15762.13,7443.06,14599.6,3980.22,113186.95,,2012-06-30 00:00:00,6.75274322584,1.3,产业并购,华泰联合,电子,股份100%支付,电子
普洛药业,,14.7501587253,10066.99,12177.34,13328.42,2012-12-13 00:00:00,2012.0,收益法,,原料药、化学药,000739.SZ,9.50797904836,补充流动资金,95716.73,95716.73,,57870.94,康裕医药100%股权、康裕生物100%的股权、得邦制药100%的股权以及横店进出口拥有的医药进出口业务相关资产,-,6738.19,42352.23,6489.2,95716.73,,2011-12-31 00:00:00,1.26001629666,3,集团整体上市,西南证券,医药、生物制品,股份100%支付,医药生物
银泰资源,,13.8961689462,27953.53,30056.02,,2012-12-13 00:00:00,2012.0,资产基础法,,铅锌银矿,000975.SZ,11.9315435296,用于补充公司流动资金和支付重组对价,229267.0,333528.76,,330030.22,玉龙矿业股东全部权益价值,36937.3,43209.64,53264.2,24001.49,333528.76,,2011-12-31 00:00:00,5.26178108373,2.5,产业并购,国都证券,采掘业,股份支付+现金支付,有色金属
置信电气,,47.7325716742,14408.2,,,2012-12-14 00:00:00,2012.0,收益法、资产基础法,,电气类：非晶和硅钢配电变压器业务的生产制造,600517.SH,5.55002706792,无,79965.9,113900,,85044.45,上海联能66%股权、福建和盛60%股权、山东爱普49%股权、山西晋能49%股权、河南豫缘30%股权、河南龙源30%股权、帕威尔电气90%股权、重庆亚东亚78.995%股权、宏源电气77.5%股权,187869.18,11469.28,54767.76,1675.29,79965.9,,2012-08-31 00:00:00,0.460090754122,无,集团整体上市,中信证券,机械、设备、仪表,股份100%支付,电气设备
盛屯矿业,-,-483.611008264,3041.9,12474.63,15681.32,2012-12-14 00:00:00,2012.0,资产基础法,,铅锌矿,600711.SH,48.0924192117,无,146292.33,-,,146258.7,深圳源兴华100%股权、埃玛矿业55%股权,-,-632,12913.63,-302.5,146292.33,,2011-12-31 00:00:00,10.3285211052,无,集团整体上市,银河证券,采掘业,股份100%支付,有色金属
中核钛白,,7.371475876439999,8846.49,16686.48,17167.85,2012-12-19 00:00:00,2012.0,收益法,,钛白粉,002145.SZ,7.16668418774,补充流动资金,63400.0,63400,,46906.28,金星钛白100%股权,100186.6,2758.46,32567.63,8600.72,63400.0,,2012-07-31 00:00:00,0.946718259818,2.13,借壳上市,信达证券,石油、化学、塑胶、塑料,股份100%支付,化工
建新矿业,,7.140158306,27752.22,32986.51,33067.93,2012-12-19 00:00:00,2012.0,资产基础法,,铅锌矿、硫铁矿,000688.SZ,7.8169937396,无,216938.93,218060.31,,216938.93,东升庙矿业100%股权,67900,34557.72,72576.12,30382.93,216938.93,,2012-06-30 00:00:00,1.98912273073,无,借壳上市,中信建投,采掘业,股份100%支付,有色金属
深圳能源,"10,394,25",8.80173038236,65675.6,,,2012-12-20 00:00:00,2012.0,资产基础法,,电力供应,000027.SZ,15.8523297846,无,1041111.27,,,1041111.27,深能管理公司100%股权,,61896.02,860692.93,118284.84,1041111.27,,2012-06-30 00:00:00,0.209619869888,无,集团整体上市,第一创业,电力、煤气及水的生产和供应业,股份+现金,公用事业
盛和资源,,4.04401209551,15421.35,,,2012-12-20 00:00:00,2012.0,收益法,,稀土加工,600392.SH,14.268257318599998,无,220035.79,220035.79,,66142.21,盛和稀土99.9999%股权,99917.55,15342.15,59705.86,54410.27,220035.79,,2012-03-31 00:00:00,2.6853298821900005,无,集团整体上市,西部证券,金属、非金属,股份100%支付,有色金属
上峰水泥,384411.88,3.33167431395,18386.31,,,2012-12-26 00:00:00,2012.0,资产基础法,,水泥制造,000672.SZ,12.004402188399999,无,220716.66,,,339455.89,上峰建材100%股权、铜陵上峰35.5%股份,-,10496.43,184158.11,66247.97,220716.66,,2012-08-31 00:00:00,0.19851718721500006,无,借壳上市,海通证券,金属、非金属,股份100%支付,建筑材料
路翔股份,,104.49113341200001,642.9,,,2012-12-28 00:00:00,2012.0,资产基础法,,锂辉石矿,002192.SZ,41.221247472399995,补充流动资金,26501.14,26846.708,,26501.1404,融达锂业100%的股权,,590,2604,253.620945,26501.14,,2012-05-31 00:00:00,9.1770890937,0.83,产业并购,新时代证券,采掘业,股份100%支付,化工
华泽钴镍,,24.535588404099997,17879.42,18753.36,20896.7,2012-12-28 00:00:00,2012.0,资产基础法,,钴镍铁矿,000693.SZ,11.049304731400001,无,189080.13,198835.78,,197555.16,陕西华泽100%股权,103940.68,14434.52,55267.4,8051.78,197555.16,,2011-06-30 00:00:00,2.57453326916,无,借壳上市,国信证券,采掘业,股份100%支付,有色金属
首钢股份,,72.8369732608,70727,64018.89,,2013-01-16 00:00:00,2013.0,资产基础法,,钢铁行业,000959.SZ,27.2906370976,无,1930184.89,1808490,,1930184.89,首钢迁钢公司的全部相关资产,1835042.52,78308.3,1793412.7,26500.07,1930184.89,,2011-09-30 00:00:00,0.0762636452837,无,集团整体上市,中信证券,金属、非金属,股份100%支付,钢铁
刚泰控股,-,28.634970123000002,13093.97,20305.73,27368.74,2013-01-16 00:00:00,2013.0,资产基础法,,金矿开采,600687.SH,19.7592899632,补充流动资金、增加地质勘探投入、择机进行现有矿权开发建设、扩大产能及偿还现有借款,257506.13,258727.55,,257506.13,大冶矿业100%股权,158088.1,555.89,29767.19,9035.37,258727.55,,2012-06-30 00:00:00,7.69170217276,8.58,借壳上市,中金,采掘业,股份100%支付,有色金属
*ST京城,-,,-,-,-,2013-01-21 00:00:00,2013.0,资产基础法,,"工业机械,气体储运装备业务",600860.SH,,无,91935.67,-,,91935.67,天海工业71.56%股权;京城香港100%股权;京城环保100%股权,-,-,55176.33,-,91935.67,,2012-03-31 00:00:00,0.6662157486729999,无,集团整体上市,中信证券,机械、设备、仪表,股份100%支付,机械行业——专用设备制造
梅泰诺,-,10.0831095263,2909.87,3406.41,3500,2013-01-21 00:00:00,2013.0,收益法,,信息技术咨询与其他服务,300038.SZ,6.214531920669999,无,17500.0,18083.48,,8270.03,金之路100%股权,10890.87,2500,7334.14,1793.442782,18083.48,,2012-06-30 00:00:00,1.46565786854,无,产业并购,国海证券,信息技术业,股份100%支付,通信
西部建设,-,15.994642221600001,29126.29,33013.18,39813.09,2013-01-21 00:00:00,2013.0,收益法,,建材(商品混凝土制造行业),002302.SZ,8.177087435439999,补充公司流动资金,238168.22,238168.22,,172102.36,中建商混;天津新纪元各100%股权;山东建泽55%股权,328893.8,20916.19,112345.85,14890.5,238168.22,,2012-04-30 00:00:00,1.11995565479,5.95,借壳上市,瑞银证券,建筑业,股份100%支付,建筑材料
威远生化,-,15.6403697847,67679.1,74907.97,,2013-01-31 00:00:00,2013.0,收益法,,煤炭行业,600803.SH,10.652855756100001,支付本次交易的现金对价,720000.0,745341.61,,756267.05,新能矿业100%股权,293625.02,62945.57,236702.69,46097.1,720975.69,,2012-12-31 00:00:00,2.04591253272,5,借壳上市,国信证券,采掘业,股份+现金,化工
金浦钛业,-,10.272416964400001,9477.11,-,14215.67,2013-02-06 00:00:00,2013.0,资产基础法,,化学原料及化学制品制造业（钛白粉）,000545.SZ,10.3362164204,无,97957.46,104649.01,,97957.46,南京钛白100%股权,,7549.03,63370.71,9535.97,97957.46,,2012-09-30 00:00:00,0.5457844799279999,无,借壳上市,华泰联合,石油、化学、塑胶、塑料,股份100%支付,化工
兰州民百,-,20.8718431878,3435.14,4325.62,4660.44,2013-02-21 00:00:00,2013.0,收益法,,百货商店,600738.SH,18.2525311923,无,62700.0,62700,,60175.87,南京环北100%股权,7202.3,3181.7,47009.48,3004.0471,62700.0,,2012-03-31 00:00:00,0.333773528233,无,集团整体上市,银河证券,批发和零售贸易,股份100%支付,商业贸易
神奇制药,-,,12536.38,15034.4,,2013-03-07 00:00:00,2013.0,收益法,,中药,600613.SH,15.9642967109,补充流动资金和标的资产的业务整合,200134.49,200134.487565,,70769.89,神奇药业及柏强制药各100%股权,-,10891.75,110380.19,-,200134.49,,2012-03-31 00:00:00,0.8131377559690001,5,集团整体上市,广发证券,医药、生物制品,股份100%支付,医药生物
国睿科技,,,3918.76,3733.32,4883.12,2013-03-07 00:00:00,2013.0,资产基础法,,微波与信息技术,600562.SH,16.512386571300002,无,64708.08,70570.05,,64708.08,南京恩瑞特实业100%股权、芜湖国睿兆伏电子100%股权等电子类资产,,-,31482.86,-,64708.08,,2009-06-30 00:00:00,1.05534312956,无,集团整体上市,南京证券,电子,股份100%支付,建筑材料
鸿达兴业,-,32.2166520146,29517.53,42381.42,,2013-03-25 00:00:00,2013.0,收益法,,化工（PVC、烧碱）,002002.SZ,8.50434707782,无,251027.32,251027.32,,125559.06,内蒙古乌海化工100%股权,138070.5,13428.76,112266.95,7791.85,251027.32,,2012-02-29 00:00:00,1.2359859246200002,无,借壳上市,华泰联合,石油、化学、塑胶、塑料,股份100%支付,化工
华星创业,-,,7107.85,8263.78,9499.13,2013-03-25 00:00:00,2013.0,收益法,,"通信设备,信息技术服务",300025.SZ,8.223161715569999,无,28675.11,58449,,51801.23,远利网讯99%股权;鑫众通信39%股权;明讯网络39%股权,-,4486.5,19789.51,-,58449.0,,2012-08-31 00:00:00,1.95353447357,无,产业并购,申银万国,信息技术业,股份100%支付,通信
新海宜,-,27.1471623283,4191.22,5851.19,7758.44,2013-03-25 00:00:00,2013.0,收益法,,数据处理与外包服务,002089.SZ,13.5911906318,无,15012.61,56963.67,,27859.76,深圳易软技术26.3669%股权,31303.5,3690.688882,26140.85,2098.328706,56963.67,,2012-06-30 00:00:00,1.17910549963,无,产业并购,兴业证券,信息技术业,股份100%支付,通信
北京利尔,-,,-,-,-,2013-04-02 00:00:00,2013.0,资产基础法,,菱镁矿采掘、高温隧道窑2条,002392.SZ,,无,66931.45,,,66931.45,金宏矿业100%股权;辽宁中兴100%股权,-,-,15392.8,-,66931.45,,2012-07-31 00:00:00,3.34823099111,无,产业并购,齐鲁证券,采掘业,股份100%支付,建筑材料
新大新材,-,12.315376828699998,6008.67,10000,,2013-04-11 00:00:00,2013.0,资产基础法,,光伏刃料,300080.SZ,15.087951243800001,无,88973.38,90658.52,,88973.38,易成新材100%股权,,2722.05,86997.66,7361.408527,90658.52,,2012-09-30 00:00:00,0.0420799823811,无,产业并购,国信证券,金属、非金属,股份100%支付,机械设备
中国医药,-,,,,,2013-04-11 00:00:00,2013.0,资产基础法、收益法,,制药,600056.SH,,补充流动资金和标的资产的业务整合,30366.67,30366.67,,30366.67,新兴华康100%股权、三洋公司35%股权、医控公司持有的武汉鑫益51%股权及天方集团持有的新疆天方65.33%股权,,,35186.45,,17622.83,,2012-06-30 00:00:00,-0.499158624982,9.91,集团整体上市,中金、中信建投,医药、生物制品,股份100%支付,医药生物
云天化,-,,,,,2013-04-11 00:00:00,2013.0,资产基础法,,"化肥与农用化工,基础化工,贸易公司与工业品经销商",600096.SH,,无,1378798.0,,,1378798,云天化国际100%股权;磷化集团100%股权;天安化工40%股权等,,,749204.26,,1378798.0,,2011-12-31 00:00:00,0.840349920061,无,集团整体上市,中金,石油、化学、塑胶、塑料,股份100%支付,化工
天方药业,,,,,,2013-04-11 00:00:00,2013.0,,,制药,600253.SH,,无,,,,,,,,,,,,2012-06-30 00:00:00,,无,集团整体上市,中金、中信建投,医药、生物制品,股份100%支付,医药生物
联环药业,-,12.434849259100002,654.36,677.59,704.51,2013-05-14 00:00:00,2013.0,收益法,,制药,600513.SH,7.43780182163,无,4867.0,4867,,4846.71,扬州制药100%股权,21826,535.01,2615.33,391.4,4867.0,,2012-07-31 00:00:00,0.860950625734,无,集团整体上市,光大证券,医药、生物制品,股份100%支付,医药生物
盛运股份,-,29.665263678000002,6748.81,8300,8919.26,2013-05-21 00:00:00,2013.0,收益法,,环境与设施服务(垃圾焚烧发电),300090.SZ,9.78554885972,支付本次交易的现金对价,53040.0,66040.81,,62012.31,中科通用80.36%股权,21789.65,6948.17,22175.62,2226.2,66040.81,,2012-09-30 00:00:00,1.97808178531,1.76,产业并购,华泰联合,社会服务业,股份+现金,公用事业
掌趣科技,-,57.2698323717,7485,9343,11237,2013-05-31 00:00:00,2013.0,收益法,,家庭娱乐软件,300315.SZ,11.1919866399,,81009.0,83772.02,,5916.62,动网先锋100%股权,8360.43,5708.43,5115.68,1462.76,83772.02,,2012-12-31 00:00:00,15.3755395177,2.7,产业并购,华泰联合,信息技术业,股份+现金,传媒
山西证券,113740.17,25.8583250542,4204.65,,,2013-05-31 00:00:00,2013.0,市场法,,期货公司,002500.SZ,27.0510434876,无,113740.17,-,,245884.83,格林期货100%股权,18377.78,3712.64,38586.93,4398.59,113740.17,,2012-08-31 00:00:00,1.94763460063,无,产业并购,中信证券,金融、保险业,股份+现金,非银金融
山鹰纸业,-,23.0250725185,17593.64,28390.31,42635.84,2013-06-14 00:00:00,2013.0,收益法,,纸制品,600567.SH,16.9322550649,补充流动资金,297463.97,297900,,231886.2,吉安集团99.85%股权,418407,5769.96,165439.87,12938.07,297900.0,,2012-09-30 00:00:00,0.8006542195659999,9.91,借壳上市,华林证券,造纸、印刷,股份100%支付,轻工制造
武汉控股,,31.330290624899998,17189.278973,,,2013-06-14 00:00:00,2013.0,资产基础法,,水务、污水处理类,600168.SH,13.4681245423,向排水公司增资方式用于排水公司污水处理厂的改扩建项目,231690.81,220593.85,,231507.35,城排发展100%股权,46628.01,21095,174540.01,7389.25,231507.35,,2012-03-31 00:00:00,0.326385566266,7.6,集团整体上市,申银万国,社会服务业,股份100%支付,公用事业
天山纺织,-,-270.229013939,6885.5,10010.53,10010.53,2013-06-26 00:00:00,2013.0,资产基础法,,采掘业（铜锌矿）,000813.SZ,11.4029540338,无,58886.28,78703.08,,78515.04,西拓矿业75%股权,20.11,0.11,20244.96,-290.55,78515.04,,2012-10-31 00:00:00,2.87825117955,无,借壳上市,宏源证券,采掘业,股份100%支付,综合
同方股份,"147,330.58~
159,608.13",34.1189674523,7811.76,11262.41,14556.4,2013-06-26 00:00:00,2013.0,收益法,,软件开发、平板电脑产品设计,600100.SH,17.5120587422,支付现金对价,145000.0,136800,,-,壹人壹本100%股权,55887.3,5045.631161,23992.07,4009.5,136800.0,,2012-12-31 00:00:00,4.7018839975,3.63,产业并购,西南证券,信息技术业,75%股份+25%现金,计算机
卧龙电气,-,20.0282421042,14585.93,17850.28,21034.4,2013-06-27 00:00:00,2013.0,收益法,,电器机械及器材制造业,600580.SH,14.3228570273,支付现金对价,208912.19,208912.19,,220231.38,香港卧龙100%股权,67235.3,11689.34,103016.75,10430.88,208912.19,,2012-12-31 00:00:00,1.02794390233,3.13368,集团整体上市（跨境并购）,海通证券,机械、设备、仪表,85%股份+15%现金,电气设备
