actual_controller,stock_code,owner_type,company_name,bargain_freq,ipo_at,start_at,industry,main_product,main_product_type,region,cash_reserve_2,cash_reserve_3,cash_reserve_1,growth_ratio_1,growth_ratio_2,growth_ratio_3,ssh_prop,net_profit,roe,concept_sector,row_index,pe,market_value,pb
张菀;孙屹峥,300249.SZ,民营企业,依米康,,2011-08-03 00:00:00,20020912.0,制造业-专用设备制造业,恒温恒湿精密空调、基站精密空调、精密机房空调、精密洁净空调、精密冷水机组、量身定制机组,空调器具,四川省,185284908.66,299412082.01,115365636.46,14.5382,-11.3419,20.7953,25.23,4.7296,1.56,重组;超涨;预减,1514.0,338.5558,2516640000.0,5.3675
谢保军,002132.SZ,民营企业,恒星科技,,2007-04-27 00:00:00,19950712.0,制造业-金属制品业,恒星镀锌钢绞线、恒星镀锌钢丝、恒星幅条钢丝、恒星钢绞线、恒星钢帘线、恒星胶管钢丝、恒星碳素弹簧钢丝、恒星网围栏钢丝、恒星优质碳素结构钢丝、恒星预应力钢绞线、恒星预应力混凝土用钢丝,钢丝类、型钢类,河南省,447732566.25,395976147.3,520910710.19,38.4664,45.8943,50.8149,34.76,1.9417,2.74,超涨;预增,1515.0,120.7381,3789885996.0,3.2997
安徽省国有资产监督管理委员会,600971.SH,地方国有企业,恒源煤电,,2004-08-17 00:00:00,20001229.0,采矿业-煤炭开采和洗选业,恒源煤电火电、恒源煤电贫煤、恒源煤电洗精煤、恒源煤电原煤,火电、煤制品、原煤,安徽省,881244950.53,638631672.04,1101752486.35,-4.1866,-30.3759,35.1754,59.96,4.0044,4.47,融资融券标的;超涨,1516.0,26.802,8290033740.3,1.1934
衡水市国有资产监督管理委员会,600559.SH,地方国有企业,老白干酒,,2002-10-29 00:00:00,19991230.0,制造业-酒、饮料和精制茶制造业,衡水福兴隆、衡水今生缘、衡水老白干、衡水老窖、衡水十八酒坊、衡水玉壶冰、裕丰斯格母系母猪、裕丰无应激皮特兰猪,白酒、禽畜养殖,河北省,47075712.84,48904516.35,35136201.99,-13.6666,-5.6481,63.2521,36.11,3.6367,10.46,融资融券标的;超涨;预减,1517.0,78.6062,5153400000.0,8.0336
江苏省吴江市国有(集体)资产监督管理委员会,000301.SZ,地方国有企业,东方市场,,2000-05-29 00:00:00,19980716.0,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,衡悦广场购物中心、丝绸电脑绣花、丝绸特种纺丝、丝绸真丝绸、松原市华都石油开采、苏州热电供应、吴江垃圾焚烧发电厂、中国东方丝绸市场,火电、商业地产、特种纤维、衣着用纺织品、原油勘探与生产、装饰用纺织品、综合批发市场,江苏省,455717405.09,400723664.76,479649022.06,45.384,18.8191,22.4141,36.69,32.1919,11.68,大盘蓝筹;超涨;预增,1518.0,15.7226,5189687255.7,1.7317
芮敬功,002165.SZ,民营企业,红宝丽,,2007-09-13 00:00:00,19940623.0,制造业-化学原料和化学制品制造业,红宝丽单体聚醚、红宝丽高阻隔包装材料、红宝丽水泥外加剂、红宝丽异丙醇胺、红宝丽硬泡组合聚醚,催化剂及化学助剂、高分子聚合物、塑料包装制品、有机化工原料,江苏省,226614545.21,238766088.9,173565391.58,24.574,25.9914,37.5177,24.2,2.3577,4.08,新材料;建筑节能;预增,1519.0,89.7348,3562495223.84,3.5815
周耀庭,600400.SH,民营企业,红豆股份,,2001-01-08 00:00:00,19980911.0,制造业-纺织服装、服饰业,红豆T恤、红豆滨江苑、红豆衬衫、红豆红枫苑、红豆毛衫、红豆毛线、红豆棉纺、红豆西装、红豆镇江香江花城项目、无锡红豆国际广场、依迪菲休闲装,内衣、商业地产、外衣、衣着用纺织品、住宅楼盘,江苏省,451077507.29,426065156.77,728397893.2,27.7716,-29.138,0.2862,49.59,1.834,3.48,民营银行;超涨;预增,1520.0,69.4488,3328773861.6,2.3594
肖志鸿,300148.SZ,民营企业,天舟文化,,2010-12-15 00:00:00,20030818.0,文化、体育和娱乐业-新闻和出版业,红魔英语、教辅读物、青春读物、少儿读物、少儿英语读物、社科读物、天舟学练王、阅读点亮童年、中学英语读物、综合读物,出版,湖南省,387539934.69,403483216.42,355387120.43,17.098,-7.8947,17.9473,42.25,6.2212,3.83,网络游戏;文化传媒概念(Wind);预增;高送转,1521.0,349.8123,7109583738.2,13.156
长春市国有资产监督管理委员会,600697.SH,地方国有企业,欧亚集团,,1993-12-06 00:00:00,19920808.0,批发和零售业-零售业,红旗街商务综合楼、长春欧亚车百、长春欧亚卖场、长春欧亚商都,百货商场、大卖场、商业地产,吉林省,770785053.72,729906024.78,845026483.81,11.6579,0.0563,13.7833,22.83,3.0292,19.66,长吉图板块,1522.0,13.6865,3356758382.5,2.4292
湖北省宜昌市人民政府国有资产监督管理委员会,000707.SZ,地方国有企业,双环科技,,1997-04-15 00:00:00,19931227.0,制造业-化学原料和化学制品制造业,红双环纯碱、红双圈农业氯化铵、科环工业氯化铵、双环科技氨水、双环科技氯化聚乙烯、双环科技氯甲烷系列产品、双环科技煤炭,氮肥、高分子聚合物、无机化工原料、有机化工原料、原煤,湖北省,621696370.3,663654519.27,456756007.83,-11.8704,-9.89,30.4756,25.11,-17.9644,-37.67,超涨,1523.0,-3.706,2459972554.5,1.7171
云南省国有资产监督管理委员会,000538.SZ,地方国有企业,云南白药,,1993-12-15 00:00:00,19931130.0,制造业-医药制造业,红塔证券、七花气血康口服液、七花血塞通胶囊、天紫红女金胶囊、兴中制药鞘蕊苏口服液、云丰宫血宁胶囊、云丰热毒清片、云健制药风寒感冒颗粒、云健制药风热感冒颗粒、云南白气雾剂、云南白药、云南白药创可贴、云南白药大药房、云南白药脑心舒口服液、云南白药青阳参片、云南白药牙膏、云南白药岩白菜素片、云南青阳参片、云南省医药有限公司、云南田七花叶颗粒,连锁药店、洗漱用品、药品经销、证券业务、植物类中药制剂,云南省,1728332161.4,1142709549.94,2082951549.6,23.82,-8.1216,33.7189,41.52,14.679,28.94,融资融券标的;大盘蓝筹;高送转,1524.0,26.5121,61546723333.8,6.4556
杨寿海,000525.SZ,民营企业,红太阳,,1993-10-28 00:00:00,19920605.0,制造业-化学原料和化学制品制造业,红太阳10%草甘膦、红太阳15%精吡氟禾草灵、红太阳20%百草枯、红太阳20%敌草快、红太阳20%氯氟吡氧乙酸庚酯、红太阳33%二甲戊灵、红太阳41%草甘膦异丙胺盐、红太阳43%乙草胺·乙氧氟草醚、红太阳48%氟乐灵、红太阳5%咪唑乙烟酸、红太阳吡虫啉、红太阳毒死蜱原药、红太阳高氯苯油、红太阳高效氟吡甲禾灵、红太阳高效氯氰菊酯、红太阳咪鲜胺原油、红太阳三氟h氯氰菊酯、江苏苏农农资集团化肥贸易,国内贸易、有机化学农药,江苏省,1203077767.84,968458284.8,971222790.25,26.4718,40.5845,103.3698,44.75,5.1336,10.57,融资融券标的;预增,1525.0,22.5129,8374645476.99,2.3792
青岛市人民政府国有资产监督管理委员会,600367.SH,地方国有企业,红星发展,,2001-03-20 00:00:00,19990502.0,制造业-化学原料和化学制品制造业,红星发展不溶性硫磺、红星发展电解二氧化锰、红星发展金属锰、红星发展金属锶、红星发展辣椒色素、红星发展硫磺、红星发展硫脲、红星发展硫酸钡、红星发展氯化锶、红星发展碳酸钡、红星发展碳酸锶、红星发展硝酸锶,轻有色金属、食品添加剂、无机化工原料、有机化工原料、重有色金属,贵州省,220699591.77,263871494.06,188525693.52,-17.7946,12.289,67.9856,37.45,0.7603,0.27,超涨;预减,1526.0,995.6688,3249792000.0,2.7248
长沙市国有资产监督管理委员会,000419.SZ,地方国有企业,通程控股,,1996-08-16 00:00:00,19960810.0,批发和零售业-零售业,红星盛源通程、湖南通程典当公司、通程奥特莱斯直销广场、通程国际大酒店、通程家电连锁店、通程金色家族东塘店、通程浏阳购物中心、通程名品中心连锁店、通程温泉酒店,百货商场、大型购物中心、典当、家电零售与连锁、酒店,湖南省,974250833.64,914915712.46,1095359573.56,31.3454,32.9953,48.0009,45.11,3.4076,8.8,金融改革;超涨,1527.0,23.8949,3625696308.85,2.0045
辽宁省国有资产监督管理委员会,600758.SH,地方国有企业,红阳能源,,1996-10-29 00:00:00,19931228.0,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,红阳热电灯塔市火电供应、红阳热电灯塔市暖气供应、红阳热电灯塔市蒸汽供应,火电、热力,辽宁省,92165469.22,72775442.55,24849467.26,1.1218,12.3228,149.0013,43.86,6.6206,5.36,重组;并购阶段(需定增),1528.0,110.0038,1931440368.0,5.5691
赵锐勇;赵非凡,002071.SZ,民营企业,长城影视,,2006-10-12 00:00:00,19880908.0,文化、体育和娱乐业-广播、电视、电影和影视录音制作业,宏宝扳手、宏宝厨房刀、宏宝厨房用具、宏宝锤、宏宝单缸柴油机系列连杆、宏宝多缸柴油机系列连杆、宏宝工量工具、宏宝剪刀、宏宝轿车、微型车系列连杆、宏宝螺丝批、宏宝木工工具、宏宝汽车用柴油机连杆、宏宝钳、宏宝园林工具、玉柴6105、6108系列连杆,厨房小家电、环保机械、五金加工机械,江苏省,73825773.44,95152321.18,77198402.45,24.7775,19.9027,173.7257,34.4,-0.0489,2.08,文化传媒概念(Wind);预增,1529.0,1560.2084,9988421980.78,31.6098
沈国甫,002144.SZ,民营企业,宏达高科,,2007-08-03 00:00:00,19970724.0,制造业-纺织业,宏达经编弹力面料、宏达经编贸易、宏达经编内衣面料、宏达经编汽车内饰面料、宏达经编印染加工、宏达经编泳衣面料、宏达经编运动衣面料,国内贸易、衣着用纺织品、装饰用纺织品,浙江省,139747684.67,142057898.78,413701484.46,11.5764,-8.5796,24.6746,21.36,13.8619,4.99,预增,1530.0,41.4694,3367326158.4,2.0861
朱德洪,002211.SZ,民营企业,宏达新材,,2008-02-01 00:00:00,19920424.0,制造业-化学原料和化学制品制造业,宏达新材导电胶、宏达新材二甲基二氯硅烷水解物、宏达新材高档按键胶、宏达新材高抗撕胶、宏达新材混炼胶、宏达新材挤出胶、宏达新材绝缘子胶、宏达新材密封圈胶、宏达新材模压胶、宏达新材普通按键胶、宏达新材气相胶、宏达新材汽车配件胶、宏达新材三甲基一氯硅烷、宏达新材生胶、宏达新材特种硅橡胶、宏达新材一甲基二氯氢硅烷、宏达新材一甲基三氯硅烷、宏达新材有机硅单体、宏达新材阻燃胶,有机化工原料,江苏省,351262663.18,254340474.19,223331038.78,-6.4429,11.6137,28.6761,38.21,-109.6675,-70.01,新材料;券商重仓;超涨,1531.0,-4.9303,4320433032.21,5.2948
,000036.SZ,公众企业,华联控股,,1994-06-17 00:00:00,19890911.0,房地产业-房地产业,宏华数码喷射印花系统、华联城市山林花园、华联广州“UDC 时代”项目、华联惠中名苑、华联聚酯切片、华联钱塘江码头、华联时代广场、华联新华世纪园、新龙亚麻,纺织机械、高分子聚合物、集装箱码头、商业地产、衣着用纺织品、住宅楼盘,广东省,1233620136.9,1078265630.25,1243290153.71,25.6268,61.9984,61.0247,31.32,59.6487,4.34,深圳前海新区;超涨;预减,1532.0,56.3251,4495550848.0,2.4038
袁亚非,600122.SH,民营企业,宏图高科,,1998-04-20 00:00:00,19980416.0,批发和零售业-零售业,宏图高科路由器、宏图三胞IT零售与连锁、宏图三胞台式电脑、宏图上水园、宏芝同创服务器、九岭电力电缆、九岭通信光缆,IT零售与连锁、传输设备、电脑整机、服务器与工作站、输电设备、通信线缆、住宅楼盘,江苏省,2879217145.85,4336904950.53,3577203981.66,-27.9963,-51.5546,200.635,21.77,1.94,4.83,电子商务;民营银行;O2O;超涨,1533.0,29.7282,8243323136.5,1.4524
无锡市国有资产监督管理委员会,600667.SH,地方国有企业,太极实业,,1993-07-28 00:00:00,19901213.0,制造业-计算机、通信和其他电子设备制造业,宏源并条机、宏源电脑横机、宏源短纤维倍捻机、宏源高速弹力丝机、宏源高效蒸洗机、宏源花式纱高速钩编机、宏源精梳机、宏源卷染机、宏源棉纺电脑粗纱机、宏源棉纺细纱机、宏源全电脑花式纱线纺捻机、宏源烧毛碱练机、宏源丝光机、宏源显色皂洗机、宏源雪尼尔机、宏源预缩整理机、宏源长环蒸化机、太极PVC涂层织物基布、太极过滤布、太极加捻丝、太极浸胶帆布、太极浸胶聚酯V带帘子布、太极浸胶聚酯轮胎帘子布、太极聚酯工业丝,产业用纺织品、纺织机械、合成纤维,江苏省,978544912.98,790204113.71,1403661509.49,8.0543,-11.8856,24.6098,32.08,2.8537,0.8,融资融券标的;预减,1534.0,470.5118,5861069418.24,3.762
中央汇金投资有限责任公司,000562.SZ,中央国有企业,宏源证券,,1994-02-02 00:00:00,19930525.0,金融业-资本市场服务,宏源证券代理登记开户、宏源证券代理证券还本付息、宏源证券客户资产管理、宏源证券证券承销、宏源证券证券代保管鉴证、宏源证券证券代理买卖、宏源证券证券投资咨询、宏源证券自营业务,经纪业务、投资银行业务、资产管理业务,新疆维吾尔自治区,10411925148.6,11039910688.2,11126081734.2,23.5357,13.6556,7.7777,60.02,29.8117,8.35,超涨,1535.0,82.5365,1.01296412466e+11,6.7002
曹龙祥,600566.SH,民营企业,洪城股份,,2001-08-22 00:00:00,19970122.0,制造业-医药制造业,洪城百叶阀、洪城蝶阀、洪城多轴钻床、洪城防爆阀、洪城防火安全阀、洪城钢制阀门、洪城机床、洪城搅拌反应机械、洪城截止阀、洪城金属硬密封阀门、洪城排气阀、洪城排污除砂设备、洪城球阀、洪城调流阀、洪城污泥处理设备、洪城摇臂钻床、洪城液浆阀、洪城液控阀门、洪城再循环逆止阀、洪城闸阀、洪城真空阀、洪城止回阀、洪城转塔钻铣床,厨房器具、风泵机械、机床机械、民用建筑,湖北省,57111060.33,62867664.89,65051877.91,17.2007,-4.7156,31.5931,66.13,16.454,42.35,融资融券标的,1536.0,42.0878,16949752464.7,8.9199
南昌市国有资产监督管理委员会,600461.SH,地方国有企业,洪城水业,,2004-06-01 00:00:00,20010122.0,电力、热力、燃气及水生产和供应业-水的生产和供应业,洪城水业九江市市政供水、洪城水业南昌市市政供水、洪城水业萍乡市市政供水、洪城水业温州市市政供水、洪城水业污水处理,市政供水、污水处理,江西省,183054607.53,190409118.65,213161146.13,-21.9277,-6.6338,17.0196,34.72,8.5293,5.83,环保概念;污水处理;超涨,1537.0,35.827,3567300000.0,2.0046
尤玉仙;尤友鸾;尤丽娟;苏凤娇;尤雪仙;章棉桃;尤友岳,002229.SZ,民营企业,鸿博股份,,2008-05-08 00:00:00,19990615.0,制造业-印刷和记录媒介复制业,鸿博不干胶和标签、鸿博彩印、鸿博股份包装印刷、鸿博股份彩票印刷、鸿博股份电子标签印刷、鸿博股份卷式热敏电脑票据、鸿博股份书籍印刷、鸿博股份证件证书、鸿博股份直邮商函印刷、鸿博热敏收银纸、鸿博数码印刷、鸿博税务票据、鸿博无纺布印刷,商业印刷,福建省,162883251.38,449978213.12,131368773.16,-19.2946,-3.2173,17.4645,18.95,9.0325,5.93,网络游戏;网络彩票;融资融券标的,1538.0,107.4547,5274910340.0,6.1976
